Full Weapon Name,Weapon Augment,Weapon Base,Weapon Name,AmmoConfig,GeneralAmmoType,AmmoType,AmmoTypes,Size,Price,BaseWeaponPrice,AmmoTypePrice,Damage,Drop Range,Muzzle Velocity,Vertical Recoil,Rate of Fire,Cycle Time,Spread,Sway,Reload Speed,Loaded,Extra,Note
Rival 78 Flechette,Base,Rival,,SingleShellType,Shells,Flechette,Shells / Flechette,Large Slot,190,150,40,126,25,425,20,24,0.3,30,77,4.7,2,8,Causes Medium Bleeding
Rival 78 Mace,Mace,Rival,Rival Mace,SingleShellType,Shells,Default,Shells / Default,Medium Slot,135,135,0,158,20,350,34,24,0.3,55,133,4.7,2,6,
Rival 78 Mace Dragon Breath,Mace,Rival,,SingleShellType,Shells,Dragon Breath,Shells / Dragon Breath,Medium Slot,155,135,20,89,20,100,34,24,0.3,160,133,4.7,2,6,Causes Medium Burning
Rival 78 Mace Flechette,Mace,Rival,,SingleShellType,Shells,Flechette,Shells / Flechette,Medium Slot,175,135,40,103,20,350,34,24,0.3,35,133,4.7,2,6,Causes Medium Bleeding
Rival 78 Mace Penny Shot,Mace,Rival,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Medium Slot,145,135,10,62,20,350,34,24,0.3,125,133,4.7,2,9,
Rival 78 Mace Slug,Mace,Rival,,SingleShellType,Shells,Slug,Shells / Slug,Medium Slot,265,135,130,157,20,350,34,24,0.3,150,133,4.7,2,4,
Rival 78 Penny Shot,Base,Rival,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Large Slot,160,150,10,138,25,425,20,24,0.3,100,77,4.7,2,12,
Rival 78 Shorty,Shorty,Rival,Rival Shorty,SingleShellType,Shells,Default,Shells / Default,Medium Slot,125,125,0,158,20,350,30,24,0.3,55,133,4.7,2,6,
Rival 78 Shorty Dragon Breath,Shorty,Rival,,SingleShellType,Shells,Dragon Breath,Shells / Dragon Breath,Medium Slot,145,125,20,89,20,100,30,24,0.3,160,133,4.7,2,6,Causes Medium Burning
Rival 78 Shorty Flechette,Shorty,Rival,,SingleShellType,Shells,Flechette,Shells / Flechette,Medium Slot,165,125,40,103,20,350,30,24,0.3,35,133,4.7,2,6,Causes Medium Bleeding
Rival 78 Shorty Penny Shot,Shorty,Rival,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Medium Slot,135,125,10,62,20,350,30,24,0.3,125,133,4.7,2,9,
Rival 78 Shorty Slug,Shorty,Rival,,SingleShellType,Shells,Slug,Shells / Slug,Medium Slot,255,125,130,157,20,350,30,24,0.3,105,133,4.7,2,4,
Rival 78 Slug,Base,Rival,,SingleShellType,Shells,Slug,Shells / Slug,Large Slot,280,150,130,165,25,425,20,24,0.3,95,77,4.7,2,5,
Rival 78 Trauma,Trauma,Rival,Rival Trauma,SingleShellType,Shells,Default,Shells / Default,Large Slot,160,160,0,184,25,425,22,24,0.3,45,77,4.7,2,8,
Rival 78 Trauma Dragon Breath,Trauma,Rival,,SingleShellType,Shells,Dragon Breath,Shells / Dragon Breath,Large Slot,180,160,20,113,25,100,22,24,0.3,80,77,4.7,2,8,Causes Medium Burning
Rival 78 Trauma Flechette,Trauma,Rival,,SingleShellType,Shells,Flechette,Shells / Flechette,Large Slot,200,160,40,126,25,425,22,24,0.3,30,77,4.7,2,8,Causes Medium Bleeding
Rival 78 Trauma Penny Shot,Trauma,Rival,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Large Slot,170,160,10,138,25,425,22,24,0.3,100,77,4.7,2,12,
Rival 78 Trauma Slug,Trauma,Rival,,SingleShellType,Shells,Slug,Shells / Slug,Large Slot,290,160,130,165,25,425,22,24,0.3,95,77,4.7,2,5,
Romero 77,Base,Romero,Romero,TwoShellType,Shells,Default,Shells / Default,Large Slot,66,66,0,220,30,450,20,16,4,20,77,3.4,1,6,
Romero 77 Alamo,Alamo,Romero,Romero Alamo,TwoShellType,Shells,Default,Shells / Default,Large Slot,98,98,0,220,30,450,20,13,2.8,20,77,18.2,5,5,
Romero 77 Alamo Dragon Breath,Alamo,Romero,,TwoShellType,Shells,Dragon Breath,Shells / Dragon Breath,Large Slot,118,98,20,144,30,100,20,13,2.8,50,77,18.2,5,5,Causes Medium Burning
Romero 77 Alamo Penny Shot,Alamo,Romero,,TwoShellType,Shells,Penny Shot,Shells / Penny Shot,Large Slot,108,98,10,188,30,450,20,13,2.8,75,77,18.2,5,8,
Romero 77 Alamo Slug,Alamo,Romero,,TwoShellType,Shells,Slug,Shells / Slug,Large Slot,228,98,130,179,30,450,20,13,2.8,65,77,18.2,5,3,
Romero 77 Alamo Starshell,Alamo,Romero,,TwoShellType,Shells,Starshell,Shells / Starshell,Large Slot,108,98,10,3,30,75,3,13,2.8,50,77,18.2,5,3,Causes Intense Burning
Romero 77 Dragon Breath,Base,Romero,,TwoShellType,Shells,Dragon Breath,Shells / Dragon Breath,Large Slot,76,66,10,144,30,100,20,16,4,50,77,3.4,1,6,Causes Medium Burning
Romero 77 Hatchet,Hatchet,Romero,Romero Hatchet,TwoShellType,Shells,Default,Shells / Default,Medium Slot,56,56,0,214,20,375,30,16,4,25,108,3.7,1,5,
Romero 77 Hatchet Dragon Breath,Hatchet,Romero,,TwoShellType,Shells,Dragon Breath,Shells / Dragon Breath,Medium Slot,66,56,10,115,20,100,30,16,4,120,108,3.7,1,5,Causes Medium Burning
Romero 77 Hatchet Penny Shot,Hatchet,Romero,,TwoShellType,Shells,Penny Shot,Shells / Penny Shot,Medium Slot,61,56,5,97,20,375,30,16,4,100,108,3.7,1,8,
Romero 77 Hatchet Slug,Hatchet,Romero,,TwoShellType,Shells,Slug,Shells / Slug,Medium Slot,121,56,65,157,20,375,30,16,4,125,108,3.7,1,3,
Romero 77 Hatchet Starshell,Hatchet,Romero,,TwoShellType,Shells,Starshell,Shells / Starshell,Medium Slot,61,56,5,2,20,75,5,16,4,50,108,3.7,1,3,Causes Intense Burning
Romero 77 Penny Shot,Base,Romero,,TwoShellType,Shells,Penny Shot,Shells / Penny Shot,Large Slot,71,66,5,192,30,450,20,16,4,75,77,3.4,1,10,
Romero 77 Shorty,Shorty,Romero,Romero Shorty,TwoShellType,Shells,Default,Shells / Default,Medium Slot,46,46,0,214,20,375,30,16,4,25,133,3.2,1,5,
Romero 77 Shorty Dragon Breath,Shorty,Romero,,TwoShellType,Shells,Dragon Breath,Shells / Dragon Breath,Medium Slot,56,46,10,115,20,100,30,16,4,120,133,3.2,1,5,Causes Medium Burning
Romero 77 Shorty Penny Shot,Shorty,Romero,,TwoShellType,Shells,Penny Shot,Shells / Penny Shot,Medium Slot,51,46,5,97,20,375,30,16,4,100,133,3.2,1,8,
Romero 77 Shorty Slug,Shorty,Romero,,TwoShellType,Shells,Slug,Shells / Slug,Medium Slot,111,46,65,157,20,375,30,16,4,125,133,3.2,1,3,
Romero 77 Shorty Starshell,Shorty,Romero,,TwoShellType,Shells,Starshell,Shells / Starshell,Medium Slot,51,46,5,2,20,75,5,16,4,50,133,3.2,1,3,Causes Intense Burning
Romero 77 Slug,Base,Romero,,TwoShellType,Shells,Slug,Shells / Slug,Large Slot,131,66,65,179,30,450,20,16,4,65,77,3.4,1,4,
Romero 77 Starshell,Base,Romero,,TwoShellType,Shells,Starshell,Shells / Starshell,Large Slot,71,66,5,3,30,75,3,16,4,50,77,3.4,1,4,Causes Intense Burning
Romero 77 Talon,Talon,Romero,Romero Talon,TwoShellType,Shells,Default,Shells / Default,Large Slot,76,76,0,220,30,425,25,16,4,20,77,3.4,1,6,
Romero 77 Talon Dragon Breath,Talon,Romero,,TwoShellType,Shells,Dragon Breath,Shells / Dragon Breath,Large Slot,86,76,10,144,30,100,25,16,4,50,77,3.4,1,6,Causes Medium Burning
Romero 77 Talon Penny Shot,Talon,Romero,,TwoShellType,Shells,Penny Shot,Shells / Penny Shot,Large Slot,81,76,5,192,30,425,25,16,4,75,77,3.4,1,10,
Romero 77 Talon Slug,Talon,Romero,,TwoShellType,Shells,Slug,Shells / Slug,Large Slot,141,76,65,179,30,425,25,16,4,65,77,3.4,1,4,
Romero 77 Talon Starshell,Talon,Romero,,TwoShellType,Shells,Starshell,Shells / Starshell,Large Slot,81,76,5,3,30,75,3,16,4,50,77,3.4,1,4,Causes Intense Burning
Scottfield,Base,Scottfield,Scottfield,SingleBulletType,Medium,Default,Medium / Default,Small Slot,77,77,0,107,65,280,9,24,1.5,28.1,128,9,6,12,
Scottfield Brawler,Brawler,Scottfield,Scottfield Brawler,SingleBulletType,Medium,Default,Medium / Default,Small Slot,87,87,0,107,60,280,12,24,1.5,36,128,9,6,12,
Scottfield Brawler Dumdum,Brawler,Scottfield,,SingleBulletType,Medium,Dumdum,Medium / Dumdum,Small Slot,137,87,50,107,55,250,12,24,1.5,36,128,9,6,12,Causes Medium Bleeding
Scottfield Brawler FMJ,Brawler,Scottfield,,SingleBulletType,Medium,FMJ,Medium / FMJ,Small Slot,137,87,50,107,55,250,16,24,1.5,36,128,9,6,12,Damage dropoff begins at 40m
Scottfield Brawler High Velocity,Brawler,Scottfield,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Small Slot,147,87,60,101,70,355,16,24,1.5,36,128,9,6,8,
Scottfield Brawler Incendiary,Brawler,Scottfield,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Small Slot,127,87,40,107,60,280,12,24,1.5,36,128,9,6,12,Ignites Hunters in one shot up to 30m
Scottfield Dumdum,Base,Scottfield,,SingleBulletType,Medium,Dumdum,Medium / Dumdum,Small Slot,127,77,50,107,60,250,9,24,1.5,28.1,128,9,6,12,Causes Medium Bleeding
Scottfield FMJ,Base,Scottfield,,SingleBulletType,Medium,FMJ,Medium / FMJ,Small Slot,127,77,50,107,60,250,12,24,1.5,28.1,128,9,6,12,Damage dropoff begins at 40m
Scottfield High Velocity,Base,Scottfield,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Small Slot,137,77,60,101,75,355,12,24,1.5,28.1,128,9,6,8,
Scottfield Incendiary,Base,Scottfield,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Small Slot,117,77,40,107,65,280,9,24,1.5,28.1,128,9,6,12,Ignites Hunters in one shot up to 30m
Scottfield Precision,Scottfield Precision,Scottfield,Scottfield Scottfield Precision,SingleBulletType,Medium,Default,Medium / Default,Medium Slot,85,85,0,107,65,280,3,27,1,28.1,87,9,6,18,
Scottfield Precision Dumdum,Scottfield Precision,Scottfield,,SingleBulletType,Medium,Dumdum,Medium / Dumdum,Medium Slot,135,85,50,107,60,250,3,27,1,28.1,87,9,6,18,Causes Medium Bleeding
Scottfield Precision FMJ,Scottfield Precision,Scottfield,,SingleBulletType,Medium,FMJ,Medium / FMJ,Medium Slot,135,85,50,107,60,250,6,27,1,28.1,87,9,6,18,Damage dropoff begins at 40m
Scottfield Precision High Velocity,Scottfield Precision,Scottfield,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Medium Slot,145,85,60,101,75,355,6,27,1,28.1,87,9,6,14,
Scottfield Precision Incendiary,Scottfield Precision,Scottfield,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Medium Slot,125,85,40,107,65,280,3,27,1,28.1,87,9,6,18,Ignites Hunters in one shot up to 30m
Scottfield Spitfire,Spitfire,Scottfield,Scottfield Spitfire,SingleBulletType,Medium,Default,Medium / Default,Small Slot,108,108,0,107,60,280,12,30,0.8,36,128,9,6,12,
Scottfield Spitfire Dumdum,Spitfire,Scottfield,,SingleBulletType,Medium,Dumdum,Medium / Dumdum,Small Slot,158,108,50,107,55,250,12,30,0.8,36,128,9,6,12,Causes Medium Bleeding
Scottfield Spitfire FMJ,Spitfire,Scottfield,,SingleBulletType,Medium,FMJ,Medium / FMJ,Small Slot,158,108,50,107,55,250,16,30,0.8,36,128,9,6,12,Damage dropoff begins at 40m
Scottfield Spitfire High Velocity,Spitfire,Scottfield,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Small Slot,168,108,60,101,70,355,16,30,0.8,36,128,9,6,8,
Scottfield Spitfire Incendiary,Spitfire,Scottfield,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Small Slot,148,108,40,107,60,280,12,30,0.8,36,128,9,6,12,Ignites Hunters in one shot up to 30m
Scottfield Swift,Swift,Scottfield,Scottfield Swift,SingleBulletType,Medium,Default,Medium / Default,Small Slot,95,95,0,107,65,280,9,30,1.5,28.1,128,4.3,6,12,
Scottfield Swift Dumdum,Swift,Scottfield,,SingleBulletType,Medium,Dumdum,Medium / Dumdum,Small Slot,145,95,50,107,60,250,9,30,1.5,28.1,128,4.3,6,12,Causes Medium Bleeding
Scottfield Swift FMJ,Swift,Scottfield,,SingleBulletType,Medium,FMJ,Medium / FMJ,Small Slot,145,95,50,107,60,250,12,30,1.5,28.1,128,4.3,6,12,Damage dropoff begins at 40m
Scottfield Swift High Velocity,Swift,Scottfield,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Small Slot,155,95,60,101,75,355,12,30,1.5,28.1,128,4.3,6,8,
Scottfield Swift Incendiary,Swift,Scottfield,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Small Slot,135,95,40,107,65,280,9,30,1.5,28.1,128,4.3,6,12,Ignites Hunters in one shot up to 30m
Slate,Base,Slate,Slate,SingleShellType,Shells,Default,Shells / Default,Large Slot,333,333,0,207,25,425,26,23,1,30,77,9.6,6,6,
Slate Penny Shot,Base,Slate,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Large Slot,343,333,10,182,25,425,26,23,1,80,77,9.6,6,9,
Slate Riposte,Riposte,Slate,Slate Riposte,SingleShellType,Shells,Default,Shells / Default,Large Slot,343,343,0,207,25,425,26,23,1,30,77,9.6,6,6,
Slate Riposte Penny Shot,Riposte,Slate,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Large Slot,353,343,10,182,25,425,26,23,1,80,77,9.6,6,9,
Slate Riposte Slug,Riposte,Slate,,SingleShellType,Shells,Slug,Shells / Slug,Large Slot,473,343,130,165,25,425,26,23,1,80,77,9.6,6,4,
Slate Slug,Base,Slate,,SingleShellType,Shells,Slug,Shells / Slug,Large Slot,463,333,130,165,25,425,26,23,1,80,77,9.6,6,4,
Sparks,Base,Sparks,Sparks,TwoBulletType,Long,Default,Long / Default,Large Slot,130,130,0,149,145,533,10,13,4.9,30,77,4,1,8,
Sparks FMJ,Base,Sparks,,TwoBulletType,Long,FMJ,Long / FMJ,Large Slot,160,130,30,149,125,370,13,13,4.9,30,77,4,1,8,Damage dropoff begins at 50m
Sparks Incendiary,Base,Sparks,,TwoBulletType,Long,Incendiary,Long / Incendiary,Large Slot,165,130,35,149,145,533,10,13,4.9,30,77,4,1,8,Ignites Hunters in one shot up to 40m
Sparks Pistol,Pistol,Sparks,Sparks Pistol,TwoBulletType,Long,Default,Long / Default,Small Slot,155,155,0,149,95,453,25,15,4.2,42.5,128,3.4,1,7,
Sparks Pistol FMJ,Pistol,Sparks,,TwoBulletType,Long,FMJ,Long / FMJ,Small Slot,185,155,30,149,85,362,27,15,4.2,42.5,128,3.4,1,7,Damage dropoff begins at 50m
Sparks Pistol Incendiary,Pistol,Sparks,,TwoBulletType,Long,Incendiary,Long / Incendiary,Small Slot,190,155,35,149,95,453,25,15,4.2,42.5,128,3.4,1,7,Ignites Hunters in one shot up to 40m
Sparks Pistol Poison,Pistol,Sparks,,TwoBulletType,Long,Poison,Long / Poison,Small Slot,185,155,30,149,95,453,25,15,4.2,42.5,128,3.4,1,7,Causes Intense Poison
Sparks Pistol Silencer,Silencer,Sparks,Sparks Silencer,TwoBulletType,Long,Default,Long / Default,Small Slot,178,178,0,133,85,385,25,15,4.2,42.5,128,3.4,1,7,
Sparks Pistol Silencer FMJ,Silencer,Sparks,,TwoBulletType,Long,FMJ,Long / FMJ,Small Slot,208,178,30,133,80,308,28,15,4.2,42.5,128,3.4,1,7,Damage dropoff begins at 50m
Sparks Pistol Silencer Incendiary,Silencer,Sparks,,TwoBulletType,Long,Incendiary,Long / Incendiary,Small Slot,213,178,35,133,85,385,25,15,4.2,42.5,128,3.4,1,7,Ignites Hunters in one shot up to 40m
Sparks Pistol Silencer Poison,Silencer,Sparks,,TwoBulletType,Long,Poison,Long / Poison,Small Slot,208,178,30,133,85,385,25,15,4.2,42.5,128,3.4,1,7,Causes Intense Poison
Sparks Pistol Silencer Subsonic,Silencer,Sparks,,TwoBulletType,Long,Subsonic,Long / Subsonic,Small Slot,188,178,10,133,75,258,25,15,4.2,42.5,128,3.4,1,8,Reduced Sound
Sparks Pistol Subsonic,Pistol,Sparks,,TwoBulletType,Long,Subsonic,Long / Subsonic,Small Slot,165,155,10,149,75,281,25,15,4.2,42.5,128,3.4,1,8,Reduced Sound
Sparks Poison,Base,Sparks,,TwoBulletType,Long,Poison,Long / Poison,Large Slot,160,130,30,149,145,533,10,13,4.9,30,77,4,1,8,Causes Intense Poison
Sparks Silencer,Silencer,Sparks,Sparks Silencer,TwoBulletType,Long,Default,Long / Default,Large Slot,150,150,0,133,110,453,10,13,4.9,47.5,87,4,1,8,
Sparks Silencer FMJ,Silencer,Sparks,,TwoBulletType,Long,FMJ,Long / FMJ,Large Slot,180,178,2,133,95,362,13,13,4.9,47.5,87,4,1,8,Damage dropoff begins at 50m
Sparks Silencer Incendiary,Silencer,Sparks,,TwoBulletType,Long,Incendiary,Long / Incendiary,Large Slot,185,178,7,133,110,453,10,13,4.9,47.5,87,4,1,8,Ignites Hunters in one shot up to 40m
Sparks Silencer Poison,Silencer,Sparks,,TwoBulletType,Long,Poison,Long / Poison,Large Slot,180,178,2,133,110,453,10,13,4.9,47.5,87,4,1,8,Causes Intense Poison
Sparks Silencer Subsonic,Silencer,Sparks,,TwoBulletType,Long,Subsonic,Long / Subsonic,Large Slot,160,178,10,133,85,281,10,13,4.9,47.5,87,4,1,9,Reduced Sound
Sparks Sniper,Sniper,Sparks,Sparks Sniper,TwoBulletType,Long,Default,Long / Default,Large Slot,150,150,0,149,145,533,10,13,4.9,55,69,4,1,8,
Sparks Sniper FMJ,Sniper,Sparks,,TwoBulletType,Long,FMJ,Long / FMJ,Large Slot,180,150,30,149,125,370,13,13,4.9,55,69,4,1,8,Damage dropoff begins at 50m
Sparks Sniper Incendiary,Sniper,Sparks,,TwoBulletType,Long,Incendiary,Long / Incendiary,Large Slot,185,150,35,149,145,533,10,13,4.9,55,69,4,1,8,Ignites Hunters in one shot up to 40m
Sparks Sniper Poison,Sniper,Sparks,,TwoBulletType,Long,Poison,Long / Poison,Large Slot,180,150,30,149,145,533,10,13,4.9,55,69,4,1,8,Causes Intense Poison
Sparks Sniper Subsonic,Sniper,Sparks,,TwoBulletType,Long,Subsonic,Long / Subsonic,Large Slot,160,150,10,149,115,309,10,13,4.9,55,69,4,1,9,Reduced Sound
Sparks Subsonic,Base,Sparks,,TwoBulletType,Long,Subsonic,Long / Subsonic,Large Slot,140,130,10,149,115,309,10,13,4.9,30,77,4,1,9,Reduced Sound
Specter 1882,Base,Specter,Specter,SingleShellType,Shells,Default,Shells / Default,Large Slot,188,188,0,213,30,425,20,20,1,25,77,14.8,5,10,
Specter 1882 Bayonet,Bayonet,Specter,Specter Bayonet,SingleShellType,Shells,Default,Shells / Default,Large Slot,198,198,0,204,25,400,20,20,1,35,77,14.8,5,10,
Specter 1882 Bayonet Dragon Breath,Bayonet,Specter,,SingleShellType,Shells,Dragon Breath,Shells / Dragon Breath,Large Slot,218,198,20,133,25,100,20,20,1,75,77,14.8,5,10,Causes Medium Burning
Specter 1882 Bayonet Flechette,Bayonet,Specter,,SingleShellType,Shells,Flechette,Shells / Flechette,Large Slot,238,198,40,142,25,400,20,20,1,25,77,14.8,5,10,Causes Medium Bleeding
Specter 1882 Bayonet Penny Shot,Bayonet,Specter,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Large Slot,208,198,10,155,25,400,20,20,1,95,77,14.8,5,15,
Specter 1882 Bayonet Slug,Bayonet,Specter,,SingleShellType,Shells,Slug,Shells / Slug,Large Slot,328,198,130,165,25,400,20,20,1,90,77,14.8,5,6,
Specter 1882 Dragon Breath,Base,Specter,,SingleShellType,Shells,Dragon Breath,Shells / Dragon Breath,Large Slot,208,188,20,141,30,100,20,20,1,60,77,14.8,5,10,Causes Medium Burning
Specter 1882 Flechette,Base,Specter,,SingleShellType,Shells,Flechette,Shells / Flechette,Large Slot,228,188,40,138,30,425,20,20,1,25,77,14.8,5,10,Causes Medium Bleeding
Specter 1882 Penny Shot,Base,Specter,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Large Slot,198,188,10,193,30,425,20,20,1,75,77,14.8,5,15,
Specter 1882 Shorty,Shorty,Specter,Specter Shorty,SingleShellType,Shells,Default,Shells / Default,Medium Slot,164,164,0,178,20,350,25,19,1.2,45,87,11.1,4,8,
Specter 1882 Shorty Dragon Breath,Shorty,Specter,,SingleShellType,Shells,Dragon Breath,Shells / Dragon Breath,Medium Slot,184,164,20,92,20,100,25,19,1.2,145,87,11.1,4,8,Causes Medium Burning
Specter 1882 Shorty Flechette,Shorty,Specter,,SingleShellType,Shells,Flechette,Shells / Flechette,Medium Slot,204,164,40,123,20,350,25,19,1.2,45,87,11.1,4,8,Causes Medium Bleeding
Specter 1882 Shorty Penny Shot,Shorty,Specter,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Medium Slot,174,164,10,81,20,350,25,19,1.2,120,87,11.1,4,12,
Specter 1882 Shorty Slug,Shorty,Specter,,SingleShellType,Shells,Slug,Shells / Slug,Medium Slot,294,164,130,157,20,350,25,19,1.2,120,87,11.1,4,5,
Specter 1882 Slug,Base,Specter,,SingleShellType,Shells,Slug,Shells / Slug,Large Slot,318,188,130,179,30,425,20,20,1,75,77,14.8,5,6,
Springfield 1866,Base,Springfield,Springfield,TwoBulletType,Medium,Default,Medium / Default,Large Slot,38,38,0,132,160,490,6,19,3.3,20,77,3,1,12,
Springfield 1866 Bayonet,Bayonet,Springfield,Springfield Bayonet,TwoBulletType,Medium,Default,Medium / Default,Large Slot,48,48,0,132,160,490,6,19,3.3,20,77,3,1,12,
Springfield 1866 Bayonet Dumdum,Bayonet,Springfield,,TwoBulletType,Medium,Dumdum,Medium / Dumdum,Large Slot,73,48,25,132,155,440,6,19,3.3,20,77,3,1,12,Causes Intense Bleeding
Springfield 1866 Bayonet Explosive,Bayonet,Springfield,,TwoBulletType,Medium,Explosive,Medium / Explosive,Large Slot,93,48,45,123,120,370,6,19,3.3,20,77,3,1,12,
Springfield 1866 Bayonet High Velocity,Bayonet,Springfield,,TwoBulletType,Medium,High Velocity,Medium / High Velocity,Large Slot,78,48,30,126,180,615,10,19,3.3,20,77,3,1,8,
Springfield 1866 Bayonet Poison,Bayonet,Springfield,,TwoBulletType,Medium,Poison,Medium / Poison,Large Slot,73,48,25,132,160,490,6,19,3.3,20,77,3,1,12,Causes Medium Poison
Springfield 1866 Bullseye,Bullseye,Springfield,Springfield Bullseye,TwoBulletType,Medium,Default,Medium / Default,Medium Slot,35,35,0,130,120,440,12,19,3.3,55,93,3,1,12,
Springfield 1866 Bullseye Dumdum,Bullseye,Springfield,,TwoBulletType,Medium,Dumdum,Medium / Dumdum,Medium Slot,60,35,25,130,110,390,12,19,3.3,55,93,3,1,12,Causes Intense Bleeding
Springfield 1866 Bullseye Explosive,Bullseye,Springfield,,TwoBulletType,Medium,Explosive,Medium / Explosive,Medium Slot,80,35,45,123,80,330,12,19,3.3,55,93,3,1,12,
Springfield 1866 Bullseye High Velocity,Bullseye,Springfield,,TwoBulletType,Medium,High Velocity,Medium / High Velocity,Medium Slot,65,35,30,123,130,515,16,19,3.3,55,93,3,1,8,
Springfield 1866 Bullseye Poison,Bullseye,Springfield,,TwoBulletType,Medium,Poison,Medium / Poison,Medium Slot,60,35,25,130,120,440,12,19,3.3,55,93,3,1,12,Causes Medium Poison
Springfield 1866 Dumdum,Base,Springfield,,TwoBulletType,Medium,Dumdum,Medium / Dumdum,Large Slot,63,38,25,132,155,440,6,19,3.3,20,77,3,1,12,Causes Intense Bleeding
Springfield 1866 Explosive,Base,Springfield,,TwoBulletType,Medium,Explosive,Medium / Explosive,Large Slot,83,38,45,123,120,370,6,19,3.3,20,77,3,1,12,
Springfield 1866 High Velocity,Base,Springfield,,TwoBulletType,Medium,High Velocity,Medium / High Velocity,Large Slot,68,38,30,126,180,615,10,19,3.3,20,77,3,1,8,
Springfield 1866 Marksman,Marksman,Springfield,Springfield Marksman,TwoBulletType,Medium,Default,Medium / Default,Large Slot,42,42,0,132,160,490,6,19,3.3,37.5,69,3,1,12,
Springfield 1866 Marksman Dumdum,Marksman,Springfield,,TwoBulletType,Medium,Dumdum,Medium / Dumdum,Large Slot,67,42,25,132,155,440,6,19,3.3,37.5,69,3,1,12,Causes Intense Bleeding
Springfield 1866 Marksman Explosive,Marksman,Springfield,,TwoBulletType,Medium,Explosive,Medium / Explosive,Large Slot,87,42,45,123,120,370,6,19,3.3,37.5,69,3,1,12,
Springfield 1866 Marksman High Velocity,Marksman,Springfield,,TwoBulletType,Medium,High Velocity,Medium / High Velocity,Large Slot,72,42,30,126,180,615,10,19,3.3,37.5,69,3,1,8,
Springfield 1866 Marksman Poison,Marksman,Springfield,,TwoBulletType,Medium,Poison,Medium / Poison,Large Slot,67,42,25,132,160,490,6,19,3.3,37.5,69,3,1,12,Causes Medium Poison
Springfield 1866 Poison,Base,Springfield,,TwoBulletType,Medium,Poison,Medium / Poison,Large Slot,63,38,25,132,160,490,6,19,3.3,20,77,3,1,12,Causes Medium Poison
Springfield 1866 Shorty,Shorty,Springfield,Springfield Shorty,TwoBulletType,Medium,Default,Medium / Default,Medium Slot,33,33,0,130,120,440,12,19,3.3,40,100,3,1,12,
Springfield 1866 Shorty Dumdum,Shorty,Springfield,,TwoBulletType,Medium,Dumdum,Medium / Dumdum,Medium Slot,58,33,25,130,110,390,12,19,3.3,40,100,3,1,12,Causes Intense Bleeding
Springfield 1866 Shorty Explosive,Shorty,Springfield,,TwoBulletType,Medium,Explosive,Medium / Explosive,Medium Slot,78,33,45,123,80,330,12,19,3.3,40,100,3,1,12,
Springfield 1866 Shorty High Velocity,Shorty,Springfield,,TwoBulletType,Medium,High Velocity,Medium / High Velocity,Medium Slot,63,33,30,123,130,515,16,19,3.3,40,100,3,1,8,
Springfield 1866 Shorty Poison,Shorty,Springfield,,TwoBulletType,Medium,Poison,Medium / Poison,Medium Slot,58,33,25,130,120,440,12,19,3.3,40,100,3,1,12,Causes Medium Poison
Springfield 1866 Striker,Striker,Springfield,Springfield Striker,TwoBulletType,Medium,Default,Medium / Default,Medium Slot,43,43,0,130,120,440,12,19,3.3,40,100,3,1,12,
Springfield 1866 Striker Dumdum,Striker,Springfield,,TwoBulletType,Medium,Dumdum,Medium / Dumdum,Medium Slot,68,43,25,130,110,390,12,19,3.3,40,100,3,1,12,Causes Intense Bleeding
Springfield 1866 Striker Explosive,Striker,Springfield,,TwoBulletType,Medium,Explosive,Medium / Explosive,Medium Slot,88,43,45,123,80,330,12,19,3.3,40,100,3,1,12,
Springfield 1866 Striker High Velocity,Striker,Springfield,,TwoBulletType,Medium,High Velocity,Medium / High Velocity,Medium Slot,73,43,30,123,130,515,16,19,3.3,40,100,3,1,8,
Springfield 1866 Striker Poison,Striker,Springfield,,TwoBulletType,Medium,Poison,Medium / Poison,Medium Slot,68,43,25,130,120,440,12,19,3.3,40,100,3,1,12,Causes Medium Poison
Terminus,Base,Terminus,Terminus,SingleShellType,Shells,Default,Shells / Default,Large Slot,238,238,0,186,25,425,22,21,1.6,40,77,12.2,7,8,
Terminus Dragon Breath,Base,Terminus,,SingleShellType,Shells,Dragon Breath,Shells / Dragon Breath,Large Slot,258,238,20,118,25,100,22,21,1.6,85,77,12.2,7,8,Causes Medium Burning
